id,label
1228,4
1229,8
1230,8
1231,4
1232,3
1233,3
1234,0
1235,3
1236,7
1237,7
1238,4
1239,4
1240,7
1241,8
1242,8
1243,0
1244,2
1245,8
1246,4
1247,2
1248,5
1249,1
1250,2
1251,7
1252,7
1253,1
1254,1
1255,8
1256,3
1257,8
1258,7
1259,7
1260,4
1261,9
1262,1
1263,5
1264,1
1265,4
1266,4
1267,7
1268,4
1269,2
1270,4
1271,6
1272,1
1273,8
1274,7
1275,2
1276,3
1277,7
1278,4
1279,3
1280,8
1281,7
1282,7
1283,4
1284,6
1285,4
1286,3
1287,8
1288,4
1289,8
1290,6
1291,7
1292,3
1293,7
1294,8
1295,1
1296,6
1297,2
1298,8
1299,4
1300,4
1301,2
1302,4
1303,4
1304,6
1305,7
1306,8
1307,9
1308,8
1309,6
1310,8
1311,8
1312,8
1313,2
1314,4
1315,4
1316,4
1317,3
1318,8
1319,8
1320,1
1321,7
1322,9
1323,4
1324,2
1325,4
1326,2
1327,6
1328,3
1329,7
1330,0
1331,4
1332,7
1333,7
1334,8
1335,4
1336,0
1337,0
1338,7
1339,8
1340,0
1341,4
1342,7
1343,8
1344,5
1345,3
1346,8
1347,5
1348,4
1349,4
1350,1
1351,6
1352,7
1353,4
1354,1
1355,2
1356,6
1357,8
1358,9
1359,7
1360,4
1361,4
1362,7
1363,7
1364,2
1365,7
1366,7
1367,7
1368,2
1369,8
1370,4
1371,7
1372,8
1373,4
1374,4
1375,4
1376,3
1377,9
1378,4
1379,2
1380,7
1381,8
1382,1
1383,7
1384,8
1385,9
1386,4
1387,8
1388,8
1389,8
1390,5
1391,8
1392,4
1393,4
1394,8
1395,4
1396,6
1397,5
1398,4
1399,8
1400,7
1401,7
1402,7
1403,4
1404,5
1405,4
1406,8
1407,4
1408,4
1409,7
1410,7
1411,2
1412,4
1413,5
1414,8
1415,7
1416,0
1417,4
1418,8
1419,4
1420,1
1421,8
1422,4
1423,2
1424,7
1425,4
1426,3
1427,4
1428,5
1429,1
1430,0
1431,7
1432,7
1433,4
1434,7
1435,8
1436,8
1437,8
1438,4
1439,2
1440,7
1441,9
1442,4
1443,7
1444,4
1445,3
1446,8
1447,8
1448,8
1449,8
1450,7
1451,5
1452,8
1453,7
1454,1
1455,6
1456,3
1457,3
1458,3
1459,4
1460,5
1461,2
1462,0
1463,4
1464,2
1465,1
1466,8
1467,8
1468,4
1469,1
1470,8
1471,7
1472,9
1473,8
1474,7
1475,4
1476,8
1477,3
1478,4
1479,8
1480,8
1481,2
1482,7
1483,8
1484,3
1485,4
1486,0
1487,1
1488,4
1489,7
1490,1
1491,8
1492,0
1493,4
1494,0
1495,4
1496,7
1497,6
1498,5
1499,7
1500,6
1501,0
1502,8
1503,4
1504,9
1505,9
1506,2
1507,4
1508,8
1509,6
1510,4
1511,2
1512,0
1513,8
1514,4
1515,0
1516,8
1517,4
1518,1
1519,4
1520,7
1521,5
1522,7
1523,9
1524,7
1525,8
1526,5
1527,8
1528,0
1529,6
1530,4
1531,4
1532,7
1533,0
1534,8
1535,7
1536,5
1537,8
1538,8
1539,7
1540,2
1541,6
1542,5
1543,2
1544,2
1545,3
1546,9
1547,3
1548,7
1549,8
1550,7
1551,4
1552,4
1553,5
1554,4
1555,2
1556,4
1557,4
1558,3
1559,8
1560,2
1561,1
1562,2
1563,0
1564,4
1565,6
1566,7
1567,8
1568,8
1569,7
1570,7
1571,4
1572,1
1573,4
1574,7
1575,2
1576,6
1577,4
1578,4
1579,4
1580,8
1581,4
1582,9
1583,4
1584,1
1585,2
1586,4
1587,4
1588,8
1589,3
1590,7
1591,6
1592,1
1593,1
1594,8
1595,8
1596,4
1597,6
1598,2
1599,4
1600,4
1601,0
1602,5
1603,1
1604,8
1605,6
1606,4
1607,4
1608,8
1609,0
1610,8
1611,8
1612,0
1613,4
1614,0
1615,4
1616,8
1617,7
1618,7
1619,2
1620,7
1621,2
1622,1
1623,8
1624,4
1625,4
1626,0
1627,6
1628,7
1629,8
1630,7
1631,4
1632,7
1633,8
1634,8
1635,7
1636,4
1637,7
1638,7
1639,4
1640,4
1641,6
1642,7
1643,3
1644,4
1645,3
1646,3
1647,2
1648,4
1649,6
1650,3
1651,7
1652,0
1653,4
1654,7
1655,8
1656,2
1657,8
1658,7
1659,6
1660,9
1661,3
1662,4
1663,8
1664,7
1665,6
1666,6
1667,4
1668,0
1669,4
1670,2
1671,2
1672,8
1673,7
1674,1
1675,4
1676,3
1677,5
1678,3
1679,4
1680,6
1681,6
1682,0
1683,4
1684,7
1685,0
1686,2
1687,3
1688,4
1689,0
1690,5
1691,2
1692,4
1693,4
1694,5
1695,8
1696,7
1697,1
1698,8
1699,7
1700,1
1701,5
1702,8
1703,7
1704,8
1705,3
1706,4
1707,1
1708,4
1709,4
1710,6
1711,8
1712,8
1713,8
1714,4
1715,3
1716,8
1717,4
1718,4
1719,8
1720,1
1721,8
1722,2
1723,6
1724,4
1725,1
1726,4
1727,7
1728,7
1729,1
1730,8
1731,8
1732,2
1733,4
1734,5
1735,5
1736,8
1737,3
1738,6
1739,1
1740,1
1741,8
1742,2
1743,4
1744,6
1745,8
1746,7
1747,2
1748,0
1749,3
1750,4
1751,7
1752,0
1753,8
1754,0
1755,4
1756,4
1757,0
1758,8
1759,8
1760,7
1761,2
1762,3
1763,4
1764,9
1765,5
1766,6
1767,8
1768,8
1769,3
1770,1
1771,7
1772,8
1773,7
1774,3
1775,0
1776,4
1777,4
1778,4
1779,8
1780,1
1781,8
1782,3
1783,6
1784,4
1785,8
1786,3
1787,9
1788,6
1789,7
1790,1
1791,8
1792,7
1793,4
1794,0
1795,8
1796,4
1797,7
1798,4
1799,2
1800,8
1801,4
1802,3
1803,6
1804,0
1805,0
1806,4
1807,0
1808,7
1809,5
1810,0
1811,1
1812,4
1813,4
1814,2
1815,6
1816,7
1817,7
1818,4
1819,6
1820,6
1821,0
1822,8
1823,7
1824,4
1825,8
1826,7
1827,3
1828,3
1829,4
1830,7
1831,4
1832,6
1833,8
1834,2
1835,4
1836,8
1837,7
1838,4
1839,4
1840,6
1841,7
1842,8
1843,9
1844,7
1845,9
1846,8
1847,7
1848,4
1849,1
1850,8
1851,4
1852,2
1853,6
1854,8
1855,8
1856,8
1857,2
1858,2
1859,1
1860,8
1861,8
1862,4
1863,0
1864,4
1865,0
1866,6
1867,1
1868,8
1869,2
1870,8
1871,6
1872,3
1873,0
1874,6
1875,2
1876,9
1877,8
1878,9
1879,3
1880,4
1881,7
1882,3
1883,4
1884,2
1885,8
1886,8
1887,4
1888,2
1889,8
1890,4
1891,3
1892,3
1893,7
1894,0
1895,6
1896,2
1897,8
1898,4
1899,7
1900,5
1901,6
1902,4
1903,7
1904,1
1905,4
1906,0
1907,7
1908,1
1909,2
1910,8
1911,7
1912,7
1913,8
1914,4
1915,7
1916,3
1917,6
1918,4
1919,1
1920,4
1921,7
1922,4
1923,3
1924,7
1925,1
1926,8
1927,1
1928,8
1929,8
1930,6
1931,7
1932,4
1933,5
1934,2
1935,6
1936,0
1937,4
1938,4
1939,8
1940,8
1941,4
1942,6
1943,3
1944,8
1945,2
1946,7
1947,7
1948,4
1949,7
1950,7
1951,2
1952,4
1953,4
1954,0
1955,8
1956,4
1957,4
1958,8
1959,7
1960,4
1961,4
1962,3
1963,3
1964,4
1965,2
1966,4
1967,3
1968,7
1969,0
1970,4
1971,7
1972,2
1973,2
1974,2
1975,4
1976,4
1977,7
1978,8
1979,4
1980,8
1981,1
1982,4
1983,0
1984,4
1985,6
1986,4
1987,6
1988,4
1989,1
1990,7
1991,2
1992,8
1993,7
1994,6
1995,4
1996,2
1997,0
1998,8
1999,3
2000,3
2001,8
2002,8
2003,8
2004,2
2005,0
2006,4
2007,3
2008,8
2009,4
2010,3
2011,7
2012,1
2013,8
2014,4
2015,2
2016,9
2017,7
2018,4
2019,8
2020,7
2021,5
2022,1
2023,3
2024,3
2025,7
2026,7
2027,4
2028,7
2029,4
2030,3
2031,1
2032,4
2033,0
2034,4
2035,7
2036,1
2037,4
2038,8
2039,4
2040,4
2041,8
2042,7
2043,6
2044,2
2045,8
2046,4
2047,8
2048,4
2049,8
2050,8
2051,7
2052,7
2053,4
2054,8
2055,3
2056,4
2057,8
2058,2
2059,7
2060,7
2061,4
2062,4
2063,1
2064,0
2065,1
2066,0
2067,7
2068,2
2069,4
2070,6
2071,7
2072,4
2073,2
2074,8
2075,0
2076,1
2077,8
2078,7
2079,8
2080,8
2081,7
2082,5
2083,4
2084,6
2085,4
2086,7
2087,1
2088,7
2089,8
2090,4
2091,8
2092,8
2093,4
2094,1
2095,7
2096,4
2097,7
2098,9
2099,0
2100,0
2101,4
2102,0
2103,4
2104,4
2105,7
2106,4
2107,2
2108,8
2109,4
2110,6
2111,5
2112,8
2113,2
2114,8
2115,7
2116,8
2117,8
2118,4
2119,3
2120,8
2121,9
2122,4
2123,8
2124,1
2125,4
2126,7
2127,3
2128,0
2129,8
2130,6
2131,2
2132,9
2133,5
2134,7
2135,4
2136,8
2137,7
2138,6
2139,8
2140,7
2141,6
2142,8
2143,8
2144,8
2145,4
2146,0
2147,7
2148,8
2149,0
2150,4
2151,8
2152,7
2153,8
2154,2
2155,3
2156,7
2157,4
2158,1
2159,8
2160,7
2161,0
2162,0
2163,3
2164,2
2165,3
2166,4
2167,5
2168,4
2169,0
2170,1
2171,4
2172,8
2173,6
2174,4
2175,4
2176,4
2177,4
2178,1
2179,8
2180,7
2181,7
2182,7
2183,1
2184,9
2185,4
2186,8
2187,9
2188,4
2189,7
2190,0
2191,2
2192,9
2193,6
2194,2
2195,4
2196,4
2197,4
2198,5
2199,8
2200,8
2201,7
2202,4
2203,3
2204,6
2205,8
2206,8
2207,7
2208,8
2209,3
2210,8
2211,3
2212,7
2213,0
2214,4
2215,8
2216,3
2217,7
2218,4
2219,2
2220,8
2221,4
2222,3
2223,7
2224,8
2225,2
2226,8
2227,5
2228,8
2229,2
2230,2
2231,4
2232,4
2233,1
2234,2
2235,4
2236,8
2237,8
2238,4
2239,2
2240,7
2241,4
2242,4
2243,4
2244,6
2245,8
2246,6
2247,8
2248,3
2249,3
2250,2
2251,2
2252,8
2253,2
2254,4
2255,6
2256,6
2257,4
2258,1
2259,4
2260,7
2261,4
2262,4
2263,8
2264,0
2265,1
2266,8
2267,5
2268,7
2269,4
2270,7
2271,4
2272,4
2273,2
2274,2
2275,8
2276,6
2277,5
2278,2
2279,4
2280,4
2281,4
2282,3
2283,2
2284,7
2285,7
2286,4
2287,8
2288,9
2289,7
2290,2
2291,4
2292,6
2293,4
2294,4
2295,5
2296,8
2297,7
2298,0
2299,6
2300,1
2301,4
2302,8
2303,6
2304,8
2305,0
2306,0
2307,4
2308,7
2309,7
2310,0
2311,0
2312,4
2313,6
2314,8
2315,5
2316,7
2317,0
2318,4
2319,3
2320,1
2321,7
2322,4
2323,3
2324,8
2325,9
2326,1
2327,3
2328,4
2329,4
2330,8
2331,7
2332,9
2333,2
2334,3
2335,1
2336,5
2337,8
2338,8
2339,1
2340,0
2341,6
2342,8
2343,8
2344,9
2345,6
2346,7
2347,4
2348,4
2349,6
2350,8
2351,4
2352,4
2353,4
2354,4
2355,2
2356,7
2357,4
2358,8
2359,6
2360,6
2361,4
2362,4
2363,4
2364,4
2365,4
2366,6
2367,7
2368,7
2369,2
2370,7
2371,8
2372,6
2373,1
2374,3
2375,6
2376,4
2377,7
2378,4
2379,2
2380,8
2381,0
2382,8
2383,8
2384,8
2385,4
2386,4
2387,4
2388,0
2389,0
2390,7
2391,4
2392,1
2393,7
2394,5
2395,8
2396,5
2397,4
2398,7
2399,8
2400,4
2401,9
2402,7
2403,2
2404,3
2405,4
2406,4
2407,8
2408,6
2409,9
2410,4
2411,4
2412,0
2413,0
2414,6
2415,4
2416,4
2417,2
2418,2
2419,9
2420,5
2421,4
2422,6
2423,4
2424,1
2425,4
2426,8
2427,8
2428,0
2429,8
2430,0
2431,7
2432,6
2433,7
2434,2
2435,6
2436,7
2437,7
2438,5
2439,8
2440,6
2441,7
2442,8
2443,5
2444,9
2445,2
2446,7
2447,1
2448,4
2449,0
2450,2
2451,6
2452,8
2453,8
2454,7
2455,8
2456,8
2457,4
2458,8
2459,6
2460,5
2461,4
2462,4
2463,6
2464,6
2465,9
2466,6
2467,8
2468,8
2469,3
2470,1
2471,0
2472,2
2473,0
2474,1
2475,8
2476,8
2477,0
2478,4
2479,3
2480,1
2481,2
2482,0
2483,0
2484,7
2485,7
2486,8
2487,7
2488,5
2489,7
2490,1
2491,6
2492,7
2493,7
2494,8
2495,4
2496,2
2497,2
2498,3
2499,8
2500,8
2501,3
2502,9
2503,4
2504,4
2505,4
2506,4
2507,4
2508,4
2509,6
2510,6
2511,3
2512,2
2513,2
2514,8
2515,7
2516,3
2517,4
2518,0
2519,6
2520,0
2521,6
2522,0
2523,0
2524,8
2525,4
2526,4
2527,8
2528,7
2529,8
2530,7
2531,4
2532,8
2533,0
2534,1
2535,8
2536,8
2537,3
2538,6
2539,4
2540,7
2541,0
2542,8
2543,4
2544,4
2545,7
2546,1
2547,9
2548,8
2549,2
2550,2
2551,1
2552,1
2553,7
2554,4
2555,2
2556,9
2557,4
2558,8
2559,4
2560,8
2561,8
2562,1
2563,7
2564,9
2565,0
2566,7
2567,8
2568,2
2569,4
2570,2
2571,4
2572,7
2573,2
2574,4
2575,0
2576,4
2577,7
2578,4
2579,4
2580,4
2581,4
2582,1
2583,0
2584,8
2585,3
2586,4
2587,8
2588,9
2589,9
2590,1
2591,6
2592,6
2593,8
2594,2
2595,6
2596,6
2597,7
2598,4
2599,8
2600,1
2601,8
2602,6
2603,2
2604,8
2605,1
2606,9
2607,4
2608,6
2609,9
2610,7
2611,4
2612,8
2613,8
2614,7
2615,8
2616,4
2617,6
2618,4
2619,1
2620,7
2621,4
2622,0
2623,7
2624,4
2625,7
2626,8
2627,4
2628,1
2629,6
2630,1
2631,8
2632,7
2633,8
2634,4
2635,7
2636,7
2637,4
2638,4
2639,7
2640,4
2641,3
2642,7
2643,7
2644,4
2645,0
2646,4
2647,4
2648,8
2649,3
2650,4
2651,8
2652,1
2653,7
2654,4
2655,6
2656,6
2657,8
2658,2
2659,1
2660,7
2661,7
2662,4
2663,8
2664,3
2665,6
2666,2
2667,4
2668,0
2669,7
2670,3
2671,2
2672,6
2673,8
2674,8
2675,3
2676,4
2677,4
2678,8
2679,6
2680,4
2681,4
2682,4
2683,8
2684,8
2685,7
2686,2
2687,7
2688,7
2689,4
2690,9
2691,6
2692,7
2693,3
2694,6
2695,6
2696,8
2697,7
2698,4
2699,0
2700,4
2701,8
2702,4
2703,3
2704,4
2705,6
2706,7
2707,2
2708,8
2709,4
2710,4
2711,4
2712,0
2713,2
2714,4
2715,4
2716,6
2717,9
2718,4
2719,2
2720,3
2721,6
2722,7
2723,7
2724,1
2725,7
2726,0
2727,0
2728,1
2729,2
2730,4
2731,2
2732,4
2733,7
2734,1
2735,8
2736,7
2737,1
2738,4
2739,1
2740,4
2741,2
2742,4
2743,8
2744,3
2745,4
2746,7
2747,6
2748,4
2749,8
2750,7
2751,1
2752,7
2753,2
2754,2
2755,8
2756,0
2757,6
2758,6
2759,2
2760,4
2761,7
2762,0
2763,4
2764,4
2765,4
2766,0
2767,6
2768,4
2769,1
2770,7
2771,4
2772,4
2773,8
2774,2
2775,6
2776,7
2777,7
2778,3
2779,2
2780,4
2781,9
2782,4
2783,4
2784,2
2785,7
2786,0
2787,2
2788,2
2789,6
2790,4
2791,4
2792,2
2793,8
2794,7
2795,4
2796,8
2797,8
2798,4
2799,8
2800,4
2801,2
2802,4
2803,8
2804,8
2805,6
2806,0
2807,9
2808,4
2809,0
2810,1
2811,1
2812,4
2813,4
2814,8
2815,8
2816,8
2817,4
2818,2
2819,8
2820,3
2821,0
2822,4
2823,7
2824,6
2825,4
2826,4
2827,4
2828,4
2829,4
2830,2
2831,9
2832,4
2833,7
2834,1
2835,4
2836,4
2837,7
2838,7
2839,4
2840,7
2841,0
2842,4
2843,8
2844,3
2845,1
2846,1
2847,3
2848,8
2849,6
2850,3
2851,1
2852,7
2853,5
2854,4
2855,6
2856,7
2857,4
2858,0
2859,0
2860,4
2861,7
2862,5
2863,8
2864,3
2865,5
2866,6
2867,4
2868,2
2869,0
2870,4
2871,2
2872,7
2873,8
2874,1
2875,4
2876,8
2877,4
2878,7
2879,3
2880,0
2881,3
2882,8
2883,8
2884,3
2885,2
2886,4
2887,3
2888,7
2889,8
2890,4
2891,1
2892,4
2893,1
2894,8
2895,2
2896,4
2897,5
2898,8
2899,3
2900,0
2901,7
2902,5
2903,5
2904,7
2905,6
2906,7
2907,8
2908,8
2909,8
2910,4
2911,8
2912,4
2913,4
2914,1
2915,8
2916,4
2917,8
2918,8
2919,6
2920,8
2921,8
2922,8
2923,3
2924,0
2925,4
2926,4
2927,2
2928,6
2929,0
2930,7
2931,0
2932,4
2933,8
2934,7
2935,2
2936,8
2937,6
2938,7
2939,4
2940,4
2941,8
2942,2
2943,7
2944,8
2945,4
2946,0
2947,4
2948,7
2949,3
2950,0
2951,7
2952,5
2953,4
2954,4
2955,2
2956,8
2957,7
2958,0
2959,8
2960,1
2961,7
2962,8
2963,8
2964,7
2965,2
2966,4
2967,2
2968,2
2969,6
2970,8
2971,4
2972,8
2973,7
2974,4
2975,3
2976,4
2977,2
2978,4
2979,7
2980,0
2981,4
2982,3
2983,3
2984,3
2985,4
2986,0
2987,8
2988,1
2989,4
2990,2
2991,8
2992,2
2993,8
2994,6
2995,4
2996,8
2997,4
